,id,blitz_games,blitz_rating,rapid_games,rapid_rating,bullet_games,bullet_rating,country
1194,m_atallah,1982,2102,221,2012,6682,2101,EG
1195,checker525,3914,2025,835,2133,2061,1822,DE
1196,bhanu01,4265,2001,678,2094,5112,1816,IN
1197,chunmaya,1910,2055,106,2126,4609,1969,AU
1198,astimegoesby64,1668,2123,238,2137,4088,2043,DE
1199,grky39,1379,2002,2187,2001,1763,2104,AQ
1200,mrjura,3595,2138,1686,2219,1013,1901,CZ
1201,hankthetank,2627,2145,826,2223,130,1797,RO
1202,abdul83,4049,2041,283,2268,10094,2076,AQ
1203,dylanlikescake,7713,2004,762,2108,1556,1875,MY
1204,armelend,4112,2098,179,2187,372,1920,SV
1205,shakkivemmu,1198,2004,943,2143,242,1815,FI
1206,hash11011,10951,2066,1270,2128,1915,1890,EG
1207,sadashivabhramendra,6873,2054,2634,2003,9553,2267,KP
1208,rathodsachin,1949,2014,205,2229,118,1886,IN
1209,aligole123,4755,2038,295,1902,881,1800,IR
1210,jonesgill,1043,2070,1452,2262,292,1831,CA
1211,holdys,2859,2004,923,2052,6973,1940,CZ
1212,raghul292,2165,2083,106,2123,1806,1759,IN
1213,ab17,7662,2107,2301,2204,2691,1873,IN
1214,dominusbelli0905,889,2049,145,2006,978,2052,US
1215,tal909,3385,2003,212,1817,8258,1882,PK
1216,devduttbinuccs,453,2123,753,2155,102,1907,IN
1217,elcwai,3894,2025,261,2168,123,1739,MY
1218,frudi,3451,2100,559,2240,8652,2106,GR
1219,sepjo,2603,2066,926,2021,7528,1705,PH
1220,roblov68,1326,2151,226,2194,12137,2079,ES
1221,aloshak,9771,2047,1014,1915,1693,1689,SY
1222,honestdeathdealer,878,2041,175,2166,862,1891,AU
1223,maverick2205,2467,2077,168,2012,25669,2090,IN
1224,prince_adetola,23195,2100,657,2022,820,1906,NG
1225,zelenizub1,2058,2002,340,2115,5050,2100,RS
1226,speedpro365,492,2087,1252,2107,597,1994,US
1227,drunken_monkey15,16915,2042,1673,2054,1868,1806,IN
1228,i_am_shakthi,936,2024,105,2243,1337,1874,IN
1229,arsenarshakyan,6024,2183,143,1854,3125,2261,AM
1230,nahid958,20502,2111,987,2125,11860,2058,BD
1231,dakshgoyal27062008,865,2031,156,2105,535,2066,IN
1232,tommyron,1951,2025,312,1853,14647,2028,UK
1233,mikichess6,15707,2183,2768,2185,3454,1801,IT
1234,ellycheru,10672,2125,1162,2203,3578,1905,KE
1235,ladjischoolchess,12836,2074,1416,2058,14772,1822,IN
1236,shakki987,3209,2023,1262,2203,1828,2000,FI
1237,pawnchaser,2218,2012,113,1907,9041,1854,US
1238,jpchessman,2664,2099,507,2126,461,2053,US
1239,hangingchad,16536,2083,112,2243,7345,2025,US
1240,atracador,1460,2015,112,1851,1247,1782,ES
1241,chesslif3,2111,2033,580,1926,3409,1949,GR
1242,yeetje2006,3340,2085,413,2133,1346,2004,BE
1243,kipngongi,3918,2012,922,2013,11984,2006,KE
1244,thr3-003,1913,2072,160,2226,1302,1958,ZM
1245,superfisch98,2027,2032,1011,2136,5636,2047,DE
1246,sir_voncarl,2246,2052,221,2110,5805,2210,PH
1247,chesskidzach,572,2073,306,2300,860,1985,US
1248,drhari,3281,2001,787,2203,3366,1807,IN
1249,ivangamingbg,1476,2013,195,2089,1483,1781,BG
1250,hs_ghosh,850,2015,232,1939,587,1903,IN
1251,stivlaginyaripacar,194,2050,264,1988,131,1927,ID
1252,jay_1999,1984,2147,314,2197,232,1872,IN
1253,gg303,8833,2154,656,2268,4275,1850,DZ
1254,usama2020,5002,2103,745,2306,1106,2005,EG
1255,chessfanserom,5895,2024,452,2119,10723,2104,CA
1256,m4th15fun,557,2093,284,2094,207,2197,US
1257,m324453,603,2137,122,2072,660,2147,RU
1258,rishy27,6441,2004,1873,2007,795,1589,IN
1259,sreerag12,4535,2094,773,2133,3993,2097,IN
1260,nabeh_sami,1634,2010,169,2164,8189,2173,EG
1261,kflo725,7781,2048,694,2081,8002,1764,US
1262,timme,6407,2114,442,2131,4029,2103,NG
1263,yassineb52,1685,2055,1080,2065,4472,1791,MA
1264,radiohead7,1859,2102,198,2204,4830,1948,GR
1265,younameit,3757,2006,1344,2178,11519,1957,AU
1266,iamagadfann,2381,2089,631,2012,2576,2003,ZA
1267,therealkd2,2797,2048,852,2207,2729,1920,UK
1268,ali_1983,6756,2012,1026,2050,7360,1658,EG
1269,silverchessplays,430,2078,2121,2374,342,1945,US
1270,schanchen,1178,2086,517,2142,282,1770,DE
1271,sajib10001500,4031,2184,388,2218,2806,2202,BD
1272,gambitguru1610,2643,2119,799,2104,1645,2222,UK
1273,duckling234,2057,2158,388,2187,3005,2374,IN
1274,h1910,739,2097,549,2248,3158,2132,US
1275,eaglebirdeye,12672,2054,1942,2196,458,1933,PL
1276,backwardpawns,5249,2093,262,2100,2508,2051,ID
1277,gometius238,2029,2049,224,1998,20994,1957,IT
1278,julianmartinez,3001,2019,2376,2083,1873,1998,AR
1279,leonidas74,2598,2007,303,2084,1786,1785,DE
1280,the_blunderist,18804,2122,325,2018,13058,1973,ZA
1281,odane64,2287,2182,181,2006,5479,2215,JM
1282,tsopemat,1682,2136,1390,2139,3366,1958,GR
1283,sureka_akshat,1435,2053,1112,2187,898,1936,IN
1284,senzomsimango,3215,2100,298,2268,8822,2000,ZA
1285,napoleon5kandy,2816,2038,134,2108,1113,2029,LK
1286,radhu,2451,2166,694,2196,1378,2005,IN
1287,nonameatall,2535,2004,180,2007,2196,2002,VN
1288,lupo_lucio,4021,2016,351,2040,2958,1886,IT
1289,patwishdatfish1,3392,2005,268,2146,833,1897,AU
1290,aiidolfo_18_qc,790,2127,491,2189,207,2036,PH
1291,alexzpua,568,2031,198,2245,209,1667,UA
1292,gmaster007,5468,2025,2462,2012,6991,1942,CA
1293,mithylesh685,1756,2177,190,2072,1560,2043,IN
1294,tharulg,551,2049,160,1949,996,2100,LK
1295,machachad,2667,2054,187,2208,4784,2031,ZA
1296,remos_edm,5088,2103,248,2000,696,1941,US
1297,faim9,6071,2058,523,2071,2281,1971,PT
1298,gerrybuckley1977,5489,2083,339,2152,193,1904,IE
1299,saisrivardhan,1549,2071,877,2098,1481,2139,IN
1300,bmoney_o,2808,2170,413,2204,9922,2119,US
1301,boera3689,8685,2180,1452,2254,6588,2015,AQ
1302,rousseau12,11665,2195,6573,2458,906,1845,DE
1303,don_musty16,4405,2082,129,1872,10948,1977,NG
1304,pegasus31,2654,2009,507,1977,4513,2025,CH
1305,raj26000,4968,2168,560,2028,5310,2125,IN
1306,devagarwal,5176,2054,246,2050,5072,1986,IN
1307,buddy_sb,2704,2037,197,1956,4889,1852,ZA
1308,banfield,39463,2006,103,1754,1076,1594,AR
1309,lucastheking06,1638,2082,398,2081,688,1935,GR
1310,birdy5205,2267,2002,2046,2118,2936,1792,DE
1311,aliminium,1654,2003,535,2007,994,1872,TR
1312,pragyanshu12345,2444,2102,394,2204,3115,2001,IN
1313,drich_milan,2763,2032,393,2160,2017,1870,PH
1314,kykskak,2520,2171,297,2198,2652,2245,DK
1315,faae,2683,2132,248,2199,9250,2127,CH
1316,werderfan,4727,2025,1544,2028,694,1748,DE
1317,danil_mochalov,955,2007,880,2326,182,1840,RU
1318,mireslash,18823,2029,1158,2044,3468,1952,MX
1319,abdesamia,3018,2001,2957,2141,1152,1756,DZ
1320,elenanito,4742,2046,2577,2179,3019,1969,JP
1321,signature987,2162,2162,183,2177,3120,1889,IN
1322,khoveto_vero,10572,2179,949,2313,7439,2123,IN
1323,alankthomas1234,1478,2011,198,2146,2671,1950,IN
1324,haroon_khan,3049,2123,303,2046,1458,2082,PK
1325,joseangel2007,5159,2161,207,2136,2853,2035,CU
1326,arturleandro2021,5921,2555,706,2340,12114,2339,BR
1327,bistravoda,6148,2228,182,2062,479,2003,HR
1328,ramonerik,20136,2265,397,2301,1502,2097,HN
1329,superbchessplayer,1516,2236,128,2204,1176,2000,HU
1330,stambul65,21489,2549,1455,2555,1238,2317,AM
1331,pattric,17566,2292,586,2321,4255,2165,NG
1332,chirag54321,13353,2241,528,2341,1952,2204,IN
1333,soham10,593,2216,305,1849,180,1947,IN
1334,atil,3550,2286,106,2282,5114,2411,AQ
1335,iammatecheckmate,1208,2507,948,2654,1127,2376,PL
1336,hdk2127,4958,2215,539,2202,2509,2111,IN
1337,adamak123,4009,2610,389,2459,2449,2496,TR
1338,nikitafedorov,1900,2493,200,2505,787,2391,RU
1339,sadat432,12406,2286,1344,2287,1180,2143,BD
1340,untapped_potential,5726,2263,936,2337,6405,2182,US
1341,champkg,973,2357,107,2284,413,2154,RU
1342,lenni2001,10728,2219,142,2069,1113,2027,DE
1343,cphiwe,3148,2252,109,2139,2615,2353,ZA
1344,hip-h,8156,2225,1063,2222,4616,2004,DE
1345,filipinho,5412,2289,104,2028,821,2258,HR
1346,itscominghome,1487,2234,392,2285,1398,2312,UK
1347,agsikapin12,5688,2352,2639,2332,38325,2321,PH
1348,mikdo,5936,2377,505,2501,1239,2297,AQ
1349,sebetlela123,7063,2354,493,2242,981,2301,BW
1350,mahmoood868,5656,2248,766,2129,2066,2201,EG
1351,afghan_physicist_faz,4327,2281,164,2398,505,2183,AF
1352,riandi,6668,2265,2046,2346,2243,2219,ID
1353,ceres222,819,2202,109,2242,6791,2200,IN
1354,sajid0987654321,1254,2314,1156,2419,1890,2234,BD
1355,imaman7,4521,2202,347,2213,6834,2045,IN
1356,franjo23,5162,2205,344,1935,2970,2005,HR
1357,brotello,3588,2580,613,2520,4549,2566,RU
1358,mazzaiazz_3000,11811,2231,1512,2308,14643,2122,FI
1359,cj58,4189,2275,1448,2392,5573,2318,GB
1360,gandac_de_bucatarie,7679,2257,101,2342,533,2065,BR
1361,alexander_domalchuk,1449,2457,452,2331,4382,2524,IS
1362,manvelartur,4757,2253,1379,2138,1361,2001,AM
1363,jackda7ank,4959,2210,2077,2450,12134,2251,ZA
1364,jules_04,12450,2300,1567,2266,9087,2300,PL
1365,jamie_k,1182,2316,664,2403,260,2314,UK
1366,alexandrovitch92,21027,2324,2953,2288,20590,1979,CI
1367,nyameba,17339,2209,808,2319,11104,2160,GH
1368,dnl6,3232,2377,1924,2409,1161,2087,RO
1369,pawncrusher06,517,2330,151,2284,968,2405,SE
1370,sun5,2117,2306,177,2210,2031,2315,RU
1371,tanitoluwaaps116,1610,2223,233,2228,2280,2367,US
1372,dwikis,4356,2237,147,2218,1663,2199,ID
1373,quaz,3215,2275,2054,2348,413,2134,US
1374,aravinth,1302,2204,164,2135,12078,2293,FR
1375,chesswithovi,3949,2204,157,2152,3273,2305,US
1376,stormchess_alden,545,2228,197,2240,325,2120,IN
1377,mihael2002,9443,2419,720,2397,2290,2479,HR
1378,gk100,3566,2209,395,2092,882,1865,LT
1379,sonu1233,788,2600,457,2511,1130,2500,IN
1380,nikolsen,4574,2307,379,2131,5703,2363,NO
1381,superman89,1637,2306,112,2311,30680,2276,CA
1382,thanhbinh052,5510,2217,564,2203,3915,2210,VN
1383,davsof,5306,2443,247,2511,6453,2369,AX
1384,toysen,3416,2204,574,2111,5405,2170,NO
1385,ts-ale2005,3082,2429,802,2113,667,2353,GE
1386,hmohamed710,10788,2306,494,2318,2004,2204,EG
1387,yosephkifle,6531,2281,229,2301,6902,2284,ET
1388,lil_mark,6789,2301,133,2374,15839,2400,HR
1389,rwhite1970,555,2354,242,2198,711,2131,GB
1390,doktorwho,540,2235,170,2329,3642,2103,AT
1391,przybylski07,1296,2226,431,2252,6094,2425,PL
1392,ilarion579,1447,2313,532,2282,1407,2213,UA
1393,pareyounet,3330,2330,162,2166,708,2111,FR
1394,capt_mjs98,4828,2230,419,2212,5874,2199,CA
1395,sauvignon,16484,2345,237,1980,3876,1962,IE
1396,splitrings,1156,2306,464,2400,3939,2317,AQ
1397,lance5500,11762,2562,277,2674,21514,2737,RU
1398,atuz,4101,2295,460,2392,2820,2100,DE
1399,manwithoutavan4,642,2225,120,2210,586,2100,ZA
1400,nottodayxd,5268,2360,578,2406,2548,2249,SA
1401,jahranga19,2478,2204,136,1966,3612,2119,GB
1402,khryseos,1749,2232,106,2268,975,2127,MQ
1403,pason69,24954,2401,125,2269,1594,2299,SE
1404,kenadok81,7051,2204,207,2135,4233,2100,MY
1405,taylorpearson,2568,2232,256,2404,2302,2310,GB
1406,charis_15,14680,2257,1647,2335,16950,2315,NG
1407,owi2221,5178,2310,572,2132,2904,2051,PE
1408,mariusandredahl,2624,2238,1068,2231,8711,2157,NO
1409,chessplayer00000,2328,2525,223,2542,1853,2321,IN
1410,thinkerteacher,5308,2245,945,2271,2415,2230,PL
1411,thewinninglion05,2532,2294,946,2250,244,1958,IE
1412,dhafinaulia,4198,2419,221,2331,4946,2601,ID
1413,danila_07,4450,2237,853,2153,2412,2007,RU
1414,ninjago_chess,11168,2223,205,2097,793,2047,PL
1415,chesskimon,13308,2208,1346,2361,5598,2076,NG
1416,emirsharshenbek,6972,2523,383,2363,3935,2379,KG
1417,psychodoc1411,2708,2248,230,2194,661,2025,DE
1418,dvaldez,2504,2286,128,2114,12404,2172,CA
1419,akkoz,171,2323,118,1458,314,2350,KZ
1420,jmwgroff,5604,2322,3997,2415,1624,2215,US
1421,invader1962,1168,2236,584,1768,1873,1834,IN
1422,rustam2009,903,2352,206,2207,1128,2444,AZ
1423,fishing_tadpole,1592,2404,103,2349,7033,2288,IN
1424,gamarix,7845,2391,354,2453,1826,2406,PT
1425,ciadoxadrez-youtuber,4234,2386,272,2342,5910,2227,BR
1426,smartypantschess,1634,2367,107,2229,9248,2414,UK
1427,pipandchuk,13531,2448,371,2513,6116,2458,US
1428,mati44,12607,2244,1890,2183,9686,2186,PL
1429,qf2001,7170,2421,132,2148,10223,2306,CO
1430,boomerremover2003,4274,2404,150,2462,1371,2276,ZA
1431,titikiza,5114,2278,415,2431,1569,1687,ZM
1432,magicianolayres,6178,2221,168,2219,1087,2086,PH
1433,beanpower,2748,2208,426,2310,1881,2021,JM
1434,crazy-pendru,2298,2283,114,2302,1109,2100,PF
1435,prommizex,33111,2350,638,2387,4670,2186,NG
1436,snipe123,475,2322,145,2256,12091,2321,PH
1437,passingshot,935,2316,1078,2278,124,2000,IN
1438,arkodiptodutta,7468,2275,242,2168,37882,2360,IN
1439,koncheto,2498,2474,248,2420,4014,2602,BG
1440,pajde,4686,2305,269,1979,6286,2192,BA
1441,rabl,2907,2346,111,2254,9229,2199,DE
1442,clubparquerivadavia,2997,2204,297,2188,872,2104,AR
1443,subham777,1745,2399,159,2251,4590,2477,US
1444,theonj,1283,2250,159,2303,1268,2241,NO
1445,tudor2211,9050,2315,321,2424,1817,2195,RO
1446,blundertv,4057,2445,1443,2339,2298,2253,IM
1447,asterix09,2276,2203,622,2156,3392,2159,CA
1448,oscarveiergang,2852,2202,147,2164,1399,2114,DK
1449,adolfmator_ujchess,8467,2302,291,2258,2428,2060,AZ
1450,rbarder303,3995,2213,1468,2233,6307,2303,US
1451,kiprotich,16532,2272,1152,2205,8138,2118,KE
1452,oliverk0308,6945,2208,1972,2313,6907,2040,MK
1453,stephenwilly,1021,2309,710,2271,415,2262,US
1454,cronaldinho,21935,2295,366,2262,5894,2202,HR
1455,toniiiiiiiiii,22136,2232,4757,2424,11175,2207,HR
1456,stillchino,28053,2320,1999,2402,3729,2168,NG
1457,renanreis,23005,2372,3673,2440,3288,2380,BR
1458,c-jincheng,1742,2204,1296,2317,3233,2256,MY
1459,alain1,1694,2256,236,2307,3215,2105,AG
1460,queenforaking,894,2238,693,2287,2938,2223,US
1461,sumitbarua,6581,2251,111,2245,9511,2110,IN
1462,notyetuhuru,8433,2233,586,2170,1591,2031,KE
1463,hijosmios,4664,2346,131,2388,688,2163,CO
1464,shegaonkar_ak,1489,2224,544,2298,5863,2317,IN
1465,bwalmer,2539,2503,1081,2551,4728,2504,US
1466,vukasin_r,6466,2260,288,2045,452,2167,RS
1467,nickspyro13,3047,2518,139,2407,14638,2601,GR
1468,peopleare_safe,3513,2420,263,2319,1069,2482,KZ
1469,kayz88,12815,2289,2017,2393,107,1982,PL
1470,minageus,1606,2402,203,2403,12940,2401,GR
1471,gakolchess765,2307,2618,535,2527,2033,2722,GR
1472,the_cool_guy,2597,2395,196,2335,4334,2596,IN
1473,samithchess,918,2361,3056,2156,1571,2427,IN
1474,cwk_darren-m,4034,2349,689,2339,2161,2364,JM
1475,looizhiming_chess,2741,2306,152,2338,537,2017,MY
1476,c0nor,178,2262,157,2166,366,2504,IE
1477,blijmetsjoerd69,3658,2393,399,2486,2712,2443,NL
1478,cymba,11509,2300,572,2404,1541,1953,ZW
1479,stuckfish0,2304,2380,658,2316,208,2232,SK
1480,tanler,7751,2321,326,2334,5133,2244,EE
1481,sudaka,21487,2237,148,1774,9260,2248,AR
1482,tomiwa_ay,4228,2243,163,2209,7452,2075,NG
1483,richi23941,887,2216,126,2277,446,2256,DE
1484,onas,4765,2376,209,2521,5184,1883,PH
1485,jozarov,51609,2441,249,2533,40569,2502,HR
1486,francisco503,5370,2201,262,2202,2643,2115,SV
1487,vinayvekaria,10961,2258,1684,2353,7517,2102,GB
1488,tigran007,4234,2279,230,2313,2547,2107,PH
1489,the_jonathan,5899,2208,176,2149,21284,2166,CL
1490,syednasiffuad,6659,2357,693,2193,12420,2282,PS
1491,tacticsforever2800,3239,2385,147,2392,3430,2436,IN
1492,nguyensyduc,5077,2401,974,2271,1883,2410,VN
1493,resonantdonkey,1249,2205,257,2126,3980,2228,US
1494,michumiszczu,8311,2335,986,2400,2383,2273,PL
1495,ranga2002,1805,2301,524,2280,2406,2204,UK
1496,shanem123,4013,2444,275,2371,17371,2313,IE
1497,bot_mcbotface,348,2608,187,2600,286,2647,SE
1498,chesspower24,3520,2252,268,2313,2175,2138,IN
1499,mike14gr,641,2205,668,2431,606,2021,GR
1500,kiddomania,14176,2292,694,2388,3509,2064,ZA
1501,robinsjp,861,2208,574,2330,33568,2123,GB
1502,davieskakra,12721,2238,2852,2214,3946,2133,ZM
1503,speedyplot,730,2309,191,2437,5001,2328,US
1504,rar_nagibator2008,972,2251,275,2155,2145,2072,IT
1505,iamjval,864,2278,418,2114,109,2065,IN
1506,majdsarhan,11929,2223,731,2198,1886,2166,PS
1507,luckyowl,2383,2336,135,2154,3271,2381,HU
1508,ritchiejamesabeleda,5254,2419,629,2382,17571,2484,PH
1509,cemcekli,4005,2239,154,2215,5509,2218,TR
1510,abyjith,8054,2218,736,2146,6510,2369,IN
1511,andrzejwuj94,7508,2372,198,2290,985,2025,PL
1512,ahmedmoataz,8509,2302,604,2007,1873,2060,EG
1513,hjosic,112,2348,143,2211,513,2320,HR
1514,kingfischer007,2278,2264,832,2380,1763,2186,IN
1515,michaeljoshua,2309,2500,301,2535,2506,2306,PH
1516,waldevarad,4949,2254,348,2045,3404,2213,IN
1517,rajmithun,10022,2300,110,2222,15784,2300,IN
1518,thechesslobster,2246,2257,1258,2326,984,2141,US
1519,shuouma2,8652,2208,2067,2302,2182,2195,MA
1520,khalil-mamane,24561,2354,762,2138,320,1816,FR
1521,aljopeljhan,1584,2356,178,2292,15838,2411,SI
1522,j3742,2146,2244,192,2344,10217,2344,US
1523,faryma,5909,2270,3375,2135,2918,2101,UA
1524,messiah_of_chess,18044,2300,153,2253,596,2110,EG
1525,miniond,3276,2280,1082,2246,14367,2283,RU
1526,angbx,1186,2259,101,2160,348,2050,SG
1527,lucailmagno2005,1277,2201,223,2329,574,2203,IT
1528,ediboss21,4831,2366,116,2138,21223,2393,AQ
1529,cebokhumalo,4956,2397,429,2068,5472,2156,ZA
1530,lilanarus,9757,2270,516,2312,10316,2400,DE
1531,ruize,3693,2305,352,2312,3950,2271,MX
1532,narcissexxx,7490,2264,967,2276,852,1803,ZW
1533,kaido_dragon,394,2300,119,1822,504,2229,IQ
1534,speedmonster1,2155,2201,160,2078,897,2076,RU
1535,arthikan,2481,2250,531,2126,454,1977,LK
1536,chessislife64,712,2233,159,2017,1166,2157,IN
1537,gustavoparreira1351,4820,2230,1524,2228,5210,2242,BR
1538,jigsaw123,7371,2373,109,2158,2619,2229,EG
1539,gaudeoo,2685,2223,1045,2204,5547,2222,DE
1540,nightrain20,2602,2234,5368,2380,1458,2048,GR
1541,masonbrouwer,3936,2363,170,2328,933,2240,NL
1542,itai,1407,2227,428,2051,3108,2179,IL
1543,tebza_amg63,6056,2225,306,2237,4346,1998,ZA
1544,heinenj,3514,2500,769,2298,2603,2298,NO
1545,m80_11m,17491,2217,2786,2161,4846,2005,NG
1546,gyahsurvivorhwg,474,2336,319,2150,286,2171,PH
1547,ameeralsallehi,39701,2324,262,2160,1029,1996,IQ
1548,ericrosen,4842,2645,869,2609,14332,2756,US
1549,shunzhu22,20097,2256,950,2091,14468,1978,US
1550,askamundsen123,7103,2307,504,2270,22110,2370,NO
1551,flyfire,18942,2203,643,2071,4612,2108,EG
1552,madnutella,1044,2277,215,2214,2991,2456,PW
1553,song_of_ice_and_fire,3926,2391,159,2229,25274,2377,IR
1554,anudeepanoop,2336,2206,282,2307,2078,2093,IN
1555,sriramadarsh,683,2202,508,2293,1473,2057,IN
1556,nathanael2004,518,2255,117,2239,802,2108,CA
1557,loristaka17,2911,2229,458,2248,916,2064,DJ
1558,alexchess05,2168,2381,164,2463,3151,2354,NO
1559,r-grey09,2240,2263,265,2261,2165,2106,PH
1560,skillerbabo,2949,2600,581,2550,8311,2531,DE
1561,lennor17,4574,2317,218,2375,15769,2401,AE
1562,justieee,2524,2250,228,2338,3676,2091,IN
1563,daniel_el_canario,1882,2215,239,2271,5081,2218,ES
1564,allmighty,4762,2410,102,2203,2819,2149,HR
1565,bedrooooooo,3719,2201,421,2381,19018,2128,MA
1566,jimmy-0,861,2338,120,2450,3928,2517,FI
1567,kouoibertrand,1984,2302,456,2348,5696,2323,FR
1568,biffel,2536,2398,147,2301,1033,2242,DE
1569,n00bmeister,684,2263,4242,2104,18956,2270,LB
1570,shpylykruslan,656,2283,1136,2341,449,2056,UA
1571,derdoctor,1850,2351,328,2403,1623,2305,DE
1572,rognort,6841,2233,115,2155,731,2018,CZ
1573,che554life,5186,2205,603,2206,5440,2210,AR
1574,futurewcc,1227,2630,366,2282,273,2468,NO
1575,ireonus,10041,2236,458,2285,1599,2117,ZA
